School Name,Latitude,Longitude,Enrollment
KILNABOY N S,52.97216,-9.079402,82
SCOIL MHUIRE,54.546535,-7.838241,50
S N EOIN NAOFA,54.21234,-8.517696,224
S N BHEINN NAOFA B,53.646725,-6.424035,366
S N BHEININ NAOFA C,53.646725,-6.424035,348
SN MHUIRE,52.414052,-6.575496,21
SCOIL MHUIRE,53.294387,-8.979144,246
S N AIBHISTIN NAOFA,52.983497,-9.301113,37
S N MHUIRE,52.045822,-8.424207,161
S N O DUBHLAIN,53.684499,-8.081915,24
S N PHADRAIG NAOFA,53.01101,-8.189023,50
S N PADRAIG NAOFA,52.645069,-7.253745,369
S N DUN UABHAIR,53.691341,-6.417539,203
S N AINDREIS NAOFA,53.537757,-6.443132,109
S N COILL AN IARAINN,52.730602,-6.286037,202
SCOIL IARLATHA NAOFA,53.406854,-8.635099,59
SCOIL IOGNAID DE RIS,52.650867,-7.260771,223
SCOIL FREASTOGAIL MUIRE,52.135168,-8.273822,240
S N CIARAIN NAOFA,53.166325,-9.017801,66
SCOIL BHREANDAIN NAOFA,53.224968,-8.072528,48
SCOIL CILL CHURNAIN,52.615486,-8.883517,166
ST CONLETHS AND MARYS N S,53.183686,-6.792363,351
S N CONNLAODH NAOFA N,53.183777,-6.791129,313
GLENCORRIB N S,53.509404,-9.169081,43
Scoil Mhuire Naofa,53.421003,-8.569264,103
SCOIL UI CHONAILL BOYS SENIORS,53.359297,-6.251509,160
S N AODHA NAOFA,53.345933,-7.406423,35
Scoil Mhuire Naofa Castlecuffe,53.15148,-7.587417,67
S N NAOMH PADRAIG BOYS SENIOR SCHOOL,52.139042,-8.641218,224
SCOIL MHUIRE,53.360265,-6.358842,189
SANCTA MARIA C B S,53.333341,-6.267247,100
SCOIL CARMEL,53.28514,-6.337288,368
Corr na Madadh N S,53.43506,-7.90274,293
S N BRUSNA,53.916168,-8.645539,82
S N TOBAIR EOIN BAISDE,52.702377,-7.17018,51
CROSSBRIDGE N S,52.815967,-6.495693,52
COLMCILLE MIXED N S,52.335293,-7.11503,18
S N EOIN BOSCO BUACH,53.367868,-6.313755,331
S N MHUIRE,52.337822,-6.541549,324
ST OLIVER PLUNKETT,53.446998,-6.150902,869
FREASTOGAIL MHUIRE MXD,52.373166,-9.720483,50
AIBHISTIN NAOFA,53.275966,-8.243692,62
DONARD N S,53.023083,-6.615598,153
S N Moing na Miol,52.040024,-8.711372,125
S N BEAL AN MHUIRTHEAD,54.224915,-9.991405,66
SN N SAILBHEASTAR NFA,53.449506,-6.163405,381
S N SEACHNAILL NAOFA,53.509016,-6.540441,620
S N BRIGHDE,53.314051,-6.952936,55
ODHRAN NAOFA N S,53.55908,-7.482097,91
SCOIL BHRIDE,53.30109,-8.488792,108
SN EOIN BAISDE BOYS SENIOR SCHOOL,53.363639,-6.197482,319
SCOIL MOIN A LIN,52.658348,-8.549494,854
S N na mBuachailli,52.713686,-8.400433,157
SCOIL NAOMH CHAITRIONA,54.501427,-8.186165,85
SCOIL NAIS NAOMH AINE,53.851066,-6.914479,18
SCOIL NAOMH BRIDE,53.512389,-6.876187,189
SHANAGARRY N S,51.854643,-8.036008,114
SCOIL O CURAIN B,52.453798,-9.056966,240
S N NAOMH FHIONAIN,53.862882,-6.347591,96
S N BHAILE EAMONN,53.268783,-6.299467,77
SCOIL CAOIMHIN NAOFA,53.291174,-6.205255,427
"Scoil Mhuire gan Smál, Clondulane",52.143906,-8.223009,86
SCOIL CHOLMCILLE NAOFA,54.804651,-7.537382,23
HOLY FAMILY JUNIOR SCHOOL,52.842508,-8.981139,184
S N LUSCA,53.529186,-6.167917,436
S N MHUIRE NAOFA,53.589986,-6.501704,85
S N BHRIDE,54.080008,-6.272199,82
URSAILLE NAOFA,53.170352,-6.699315,237
S N MHUIRE,53.654146,-6.691114,189
OUR LADY OF MERCY CONVENT SCHOOL,53.305332,-6.200385,247
S N CILL MHUIRE B,51.845341,-8.88075,168
SCOIL ASSAIM BOYS SENIORS,53.378482,-6.176844,318
SCOIL AINE CONVENT SENIOR,53.378344,-6.1774,320
NAISCOIL IDE,53.37791,-6.178314,317
S N CNOC AINBHIL,53.2892,-6.217748,456
SCOIL MHUIRE,53.63787,-8.549685,40
S N Gleann gCreabhar,52.338555,-8.288274,57
S N NMH SHEOSAMH,53.63447,-6.751336,145
S N DROM CNAMH,53.996983,-7.323481,51
EOIN NAOFA N S,53.49046,-7.67917,100
SCOIL MHUIRE GAN SMAL B,51.886903,-8.498723,448
S N FHOIRTCHEIRN/FHININ,52.686507,-6.780094,110
S N OILIBHEAR PLUNGLEAD,53.306173,-6.916216,96
Glen na Smol N S,53.245466,-6.357609,66
ST MARYS N S GRANGE,51.981552,-7.743676,62
Scoil Mhuire Naofa,51.908902,-8.263478,426
S N NAOMH LORCAN,54.082396,-6.252173,81
DRUMGALLAGH N S,53.983894,-9.820991,29
S N ATHRACHT NFA,53.961168,-8.79945,237
SCOIL MHUIRE GAN SMAL,53.432664,-8.223767,17
S N OLIBHEAR PLUINCEID,55.037839,-8.316309,69
Davidstown Primary School,52.479894,-6.636625,96
S N CRUACHAIN,53.907007,-8.217824,165
Scoil an Chroi Ro Naofa,52.884216,-7.153552,28
S N COLUMBAIN,53.533686,-6.972068,265
SCOIL BHRIDE N S,53.222896,-6.988994,315
S N CHAOIMHIN NAOFA,53.822333,-6.470214,130
S N AN GHARRAIN,51.832309,-8.65661,52
S N an Croi Ro Naofa,53.492652,-8.939119,229
St. Brigid's National School Aughnafarcon,54.065198,-6.74802,34
SCOIL MUIRE GAN SMAL,52.756234,-6.705804,70
CLOONIQUIN N S,53.805596,-8.230565,36
CORR A CHRAINN NATIONAL SCHOOL,54.317332,-6.962953,229
S N MUIRE GAN SMAL,54.054802,-8.775409,72
SCOIL AILBHE,52.550678,-8.500703,107
S N BRIDE,53.109319,-6.858894,46
S N CLUAIN MUINGE,52.71655,-8.836329,206
KILCOMMON N S,52.793274,-6.458876,77
S N MHUIRE,54.0122,-6.138692,100
DIARMADA N S,53.643869,-7.298778,84
S N MHUIRE,53.782021,-6.622869,91
ST MARGARETS N S,53.430187,-6.300505,92
NA MINTEOGA N S,52.088474,-9.304706,24
S N NAOMH PADRAIG,53.713072,-6.537824,259
S N MUIRE GAN SMAL,53.15128,-8.190787,40
S N NAOMH PADRAIG,53.631831,-6.26429,558
S N MUIRE GAN SMAL,53.770094,-6.309443,230
SCOIL BRIDE B,53.384288,-6.372523,240
SCOIL BRIDE C,53.384693,-6.373445,268
S N NAOMH DEAGLAN,51.951213,-7.731263,112
Scoil Mhuire na Mainistreach,52.062257,-9.517435,192
"COOLE N.S,",53.452304,-6.727356,165
S N MUIRE GAN SMAL,54.952306,-7.741462,470
SOOEY N S,54.166495,-8.394417,117
HOLLYWOOD N S,53.091592,-6.600778,143
S N MHUIRE,53.134722,-6.616912,208
SCOIL MHUIRE,53.271717,-7.499939,286
SCOIL NAOMH SEOSAMH,54.993499,-7.809383,28
BAILIEBORO N S,53.915925,-6.974882,309
SCOIL MHUIRE,53.676055,-7.999923,77
S N AN GRAINSEACH,52.338977,-7.82436,160
S N NAOMH LORCAIN,52.910635,-6.913229,48
S N MUIRE,52.628229,-7.077743,210
S N PEADAR AGUS POL,53.393284,-7.58274,21
NAOMH SEOSAMH,53.720086,-6.371895,260
Scoil Mhuire gan Smál,53.729692,-9.002919,242
SCOIL NÁISIÚNTA MUIRE GAN SMÁL,54.829389,-7.485402,121
S N CNOC MACHAN,52.143658,-7.360938,17
SCOIL BHRIDE B7C,52.682041,-7.023625,218
SCOIL MHUIRE MXD,53.384394,-6.068928,394
S N DUMHACH,53.972865,-10.115901,33
SCOIL MHUIRE GAN SMAL,52.400078,-9.616856,27
BALLYNEALE N S,52.374333,-7.466227,79
DUNFANAGHY N S,55.182451,-7.975881,25
S N ODHRAN NAOFA,52.81737,-8.154425,59
SCOIL NAOMH MHUIRE,53.231841,-8.949071,229
S N CILL DAMHAIN,52.684666,-6.685663,103
S N BAILE MHIC ADAIM,53.400113,-6.921701,82
S N CLOCH RINNCE,53.397745,-7.015035,138
S N Dun na Mainistreach,52.090113,-7.611429,474
S N COILL DUBH,53.293813,-6.82095,182
TOGALA MHUIRE,53.274778,-8.637287,183
S N Mhuire na Trocaire,53.852906,-6.533781,313
S N MUIRE,53.999958,-6.26311,178
S N na Trionoide Naofa,53.60439,-6.598842,269
WHITECHURCH N S CEAPACH,52.102856,-7.778296,83
S N INIS CEALTRACH,52.932822,-8.441591,74
S N Gort na Gaoithe,53.516769,-8.469383,56
SCOIL NAOMH EANNA,53.249194,-8.554343,205
S N NAOMH EIGHNEACH,55.18716,-7.515699,85
S N MHUIRE,53.186775,-7.28213,136
Cloontuskert National School,53.700512,-8.012091,68
COOLFANCY N S,52.76369,-6.432293,79
SCOIL MHUIRE,55.229994,-7.723127,64
S N MHUIRE,53.323075,-9.816296,59
SCOIL NAOMH MHUIRE,53.467757,-8.492619,165
S N SAN NIOCLAS,53.866514,-6.440816,89
SN MHUIRE BOYS SENIOR SCHOOL,54.098123,-7.443378,72
S N MHUIRE MXD,52.176589,-9.162204,62
SCOIL NAOMH PEADAR,54.644714,-8.197079,97
ST PATRICKS NS,53.402469,-6.854386,92
S N MUIRE GAN SMAL,54.764386,-8.406651,81
S N MUIRE,53.761363,-6.840979,161
FIONNTAIN NFA N S,52.24397,-6.5162,115
SCOIL ANGELA,52.681275,-7.811649,232
S N Naomh Feargal Boys Senior,53.387614,-6.306793,177
S N NAOMH PADRAIG,54.127881,-8.091993,12
SCOIL CNOC LOINGE B,52.426678,-8.414691,69
SN NMH TREASA,53.874058,-8.854437,47
SCOIL BHRIDE MIXED N S,53.831389,-6.400498,209
FRAOCH MOR N S,53.055482,-7.223952,222
S N MHUIRE,55.090185,-7.703843,218
S N PADRAIG NAOFA C,51.908303,-8.454528,148
S N PADRAIG NAOFA,51.907566,-8.454685,102
ST RYNAGHS N S,53.18717,-7.984191,248
S N SEAMUS NAOFA,52.352326,-7.033786,97
CASTLECONNELL N S,52.714081,-8.495324,235
SN N BREANDAIN,53.386714,-9.066418,140
S N BUIRGHEAS,52.828649,-8.304488,85
TISRARA NATIONAL SCHOOL,53.509316,-8.224511,49
CLUAIN EIDHNEACH N S,53.002997,-7.472826,82
S N AINE NFA SEAFIELD,52.15439,-7.38343,76
S N RATH RIAGAIN,53.468381,-6.534679,88
S N Muire na Freastogala Girls Senior School,53.323215,-6.332355,202
GLENEELY N S,54.767089,-7.684404,52
S N BRIOTAS,53.235078,-6.452344,85
S N CAITRIONA NAOFA,53.720332,-6.789701,142
SCOIL AINE NAOFA,52.524762,-8.939842,257
ST JOSEPHS CONVENT,53.725918,-7.794386,524
S N BRIDE,53.166085,-7.008034,113
St. Hugh's N.S.,54.185926,-8.009623,51
NAOMH ATRACHTA,53.914856,-8.378897,30
QUEEN OF UNIVERSE N S,52.701557,-6.963339,256
S N CILL LÚRAIGH,52.420419,-9.739994,75
SCOIL PHADRAIG NAOFA,54.044353,-6.425475,209
S N CRONAIN NFA AN CARN,53.037799,-9.075166,21
S N RAITHIN,52.391652,-6.795822,154
S N NAOMH FIONTAN,53.713345,-7.459263,31
CIARAN NAOFA,53.613625,-8.287659,70
St Patrick's National School,52.192381,-8.358375,114
PADRAIG NAOFA N S,52.851971,-6.206638,164
Scoil Náisiúnta Cúil an tSúdaire 2,53.157234,-7.191134,80
S N AN PHAROISTE,53.38836,-6.303502,66
NA CARRAIGE N S,53.115223,-7.287338,199
S N BAILE AN ATHA,52.811019,-8.437082,408
Scoil na Maighdine Mhuire,53.528397,-7.342611,306
S N LEAMHACH,52.707669,-7.843692,130
S.N. Cill Conla,52.549234,-9.651569,40
SCOIL PADRE PIO N S,51.907085,-8.492163,283
SN CHONAILL,55.060334,-8.298542,111
S N MHUIRE MILIUC,52.696922,-8.673975,91
SCOIL MHUIRE NAISIUNTA,52.945187,-9.0587,107
St Johns Parochial School,52.271352,-9.703845,73
SCOIL NAOMH PADRAIG,54.144866,-6.695742,83
S N MUIRE AN PORT MOR,52.268228,-7.099023,215
Scoil Naomh Mhuire National School,52.557848,-9.19901,29
SCOIL NAOMH CHOLMCILLE,55.041995,-7.704568,70
CARNEW N S,52.711927,-6.504331,203
S N BAILE MUINE,51.732625,-8.951532,25
S N Mhuire na mBraithre,52.27269,-9.698771,427
S N BAILE MOR,55.160097,-7.922336,15
AYR HILL N S RAMELTON,55.036029,-7.646633,23
SCOIL MHUIRE,53.429034,-9.422327,29
SCOIL NAOMH CAITRIONA,51.886685,-8.516124,414
SCOIL BHRIGHDE,54.277627,-6.90577,70
S N BAILE AN FHASAIGH,52.371044,-7.06982,48
NAOMH EARNAIN N S,53.679348,-7.879022,24
Lanesborough Primary School,53.673705,-7.987672,90
SCOIL MHUIRE,52.345931,-8.969355,154
LOCHAN AN BHEALAIGH N S,53.486565,-7.523238,57
BHRIDE N S,52.796963,-7.047346,13
BALLYGOWN NS,52.191952,-8.519687,106
CROINCHOILL N S,53.080165,-7.89607,252
S N CILLININ,53.220797,-8.807737,206
Lecarrow Community National School,53.542533,-8.041444,34
St Mary's Church of Ireland N.S,51.819334,-8.385464,207
SCOIL NAOMH IOSEPH,52.678405,-6.312362,522
SN PAROISTE MAITIU NFA,53.337333,-6.221156,212
SCOIL MHUIRE,52.312633,-9.276547,38
S N CILL CHUIMIN,52.690942,-8.14644,22
S N na hAcrai,54.981898,-8.423021,67
S N na Maighdine Mhuire,53.420466,-6.963463,72
SCOIL MHICHIL NAOFA,52.993936,-6.980782,499
SCOIL NAOMH IOSEF,53.449536,-8.982941,57
Gaelscoil an Teaghlaigh Naofa,51.883432,-8.475412,190
Barr na Sruthan N S,53.085147,-7.36593,89
S N MIN AN AOIRE,54.702891,-8.606324,16
DROMDHALLAGH N S,51.662559,-9.260611,63
S N CUL FADA,54.026325,-8.475818,79
SN MHUIRE BNS,52.060102,-9.068174,99
S N Moin na gCaor,52.525902,-6.479602,130
SCOIL BRIDE,53.484002,-8.628745,24
S N Talamh na Manach,54.00255,-6.173329,151
S N PÁDRAIG NFA,52.481408,-6.693267,119
S N FHURSA,52.081108,-8.858987,68
S N NAOMH PARTHALAN,51.967158,-7.808706,58
S N TRIANTA,54.998581,-7.842419,33
S N MUIRE MAGH DEILGE,52.148858,-7.754441,41
S N AN DROMA,52.768551,-7.896241,52
SCOIL LORCAIN B,53.352425,-6.369022,329
SCOIL BRIDE C,53.352106,-6.369623,347
Scoil Naomh Chárthaigh,52.235382,-9.455843,48
S N NAOMH PADRAIG,52.403891,-7.537416,60
S N CNOC DOIRE,52.655101,-9.396261,23
S N PHADRAIG,53.356091,-7.149679,123
S N NAOMH MHUIRE,54.275317,-8.292642,38
S N CAOIMHIN NAOFA,52.947767,-7.909796,71
SCOIL NAOMH PADRAIG,53.487422,-8.56275,147
S N CNOC MIONNA,54.101583,-8.456367,68
S N MHUIRE NAOFA,53.339537,-7.197734,112
BOOLAVOGUE N S,52.555149,-6.420291,107
S N Iosef Naofa,52.901438,-9.33196,27
S N PADRAIG,54.072698,-7.225698,48
S N CHAOIMHGHIN,52.637542,-7.735611,82
S N MHUIRE,53.474805,-6.681748,144
S N IOSEF NAOFA,52.938867,-7.784352,303
S N GREACH RATHAIN,54.098077,-7.533636,58
S N SAN NIOCLAS,54.010059,-6.399697,159
S N na hInse,52.717441,-7.910646,86
Aughadreena National School,53.934789,-7.219884,88
S N BARRA NAOFA,51.894528,-8.484454,94
S N PADRAIG NAOFA,53.186266,-6.212626,61
S N FIACH,53.765341,-7.230201,87
S N CUAN,52.576186,-9.865817,23
SCOIL BHREANDAIN,53.384288,-6.196193,162
SN CAITRIONA GIRLS,53.384995,-6.19814,195
S N CAITRIONA NAIONAIN,53.385103,-6.198916,188
S N MUIRE GAN SMAL,52.838142,-6.922929,363
St Patrick's National School,53.339774,-7.062816,187
KILMACANOGUE N S,53.168353,-6.14034,240
S N AODAIN,54.407006,-8.407224,13
S N Toinn an Tairbh,52.594014,-8.375061,81
MHUIRE FATIMA N S,52.962723,-7.198948,174
S N CILL RUADHAIN,52.894033,-8.136835,126
SCOIL MHUIRE,55.124514,-7.912085,173
IOSEF NAOFA,52.14468,-8.280233,98
S N NAOMH IOSEPH,53.089759,-6.762109,49
BARNANE N S,52.789851,-7.911573,45
S N FAICHE LIAG,52.261979,-7.002906,208
Scoil na mBraithre,53.526105,-7.346983,430
SCOIL BHRIDE,54.038969,-6.55825,60
MARIST NATIONAL SCHOOL,53.326068,-6.293264,222
S N CATRIONA NFA,52.251549,-6.959981,66
SCOIL NAOMH MICHEAL,51.895737,-8.420077,101
Faughart Community National School,54.044432,-6.389065,89
S N CILLIN,53.854182,-7.01229,87
S N Cluain na Cille,53.426186,-8.021507,402
S N RATH EILTE,52.714366,-7.761535,100
S N BHRIDE,53.174219,-7.696115,106
SCOIL MHUIRE,54.307752,-6.898899,90
S N PHOIL NAOFA,53.420507,-7.942386,137
S N PHROINSIAIS NAOFA,53.34163,-7.609008,183
S N LIOSCEANUIR,52.935699,-9.395133,107
ST MARYS SCHOOL,53.290392,-6.357299,307
S N C NAOMH PADRAIG,53.492724,-6.135611,389
S N NAOMH TREASA,53.643256,-6.352668,101
S N GLEANN BEITHE,52.03875,-9.965801,97
SN DUN CEANNFHAOLAIDH,54.632513,-8.354829,91
Scoil na nOg,51.918945,-8.397543,57
SCOIL NAIS IOSEF NAOFA,52.838937,-6.923419,116
SCOIL IDE NAOFA,52.375874,-9.043277,84
S N BAILE NORA,51.854173,-8.5654,300
S N MHUIRE,53.559926,-6.983013,19
S N BAILE ROIBEAIRD,53.267199,-6.810149,186
S N Droichead na Bandan,51.737262,-8.745069,202
S N BAILE UI FHIDHNE,53.784763,-8.040595,88
NAOMH PIUS X N S,52.8818,-7.449969,44
RATHCOYLE N S,52.916742,-6.52498,59
SACRED HEART PRIMARY SCHOOL,52.949258,-7.798885,143
SCOIL NAOMH CHUAN,53.188256,-8.243331,9
S N IOSEF NAOFA,53.040577,-8.085826,20
S N CLOGACH,51.675411,-8.796424,54
S N SCOIL TREASA,53.383186,-6.88952,102
SCOIL NAOMH MHUIRE,55.361577,-7.335286,68
S N RATH BEAGAIN,53.476527,-6.503468,213
ST CONLETHS N S,53.340769,-6.938349,280
SCOIL LORCÁIN,53.296633,-6.164791,477
S N MHICHIL NAOFA,53.485558,-6.826514,72
S N NAOMH TREASA,54.02876,-8.277834,87
SCOIL MHUIRE,52.486026,-7.503962,24
SN BAILE AN MHUILINN,53.602808,-8.886035,106
S N Muire na Doirini,51.606225,-9.264811,24
SCOIL LORCAIN BNS,52.243106,-7.106033,336
St. Peter's Primary School,53.206997,-6.117568,163
S N LIOS AN HALLA,52.831064,-8.238322,136
S N BAILE AN DROICHID,52.761523,-8.524634,98
SCOIL MHUIRE,51.690632,-9.279921,16
NAOMH BRID N S,52.873111,-6.49711,64
S N RATH CORR,53.986075,-6.189614,58
SCOIL CHAITRIONA,52.053026,-8.109248,100
AN CHROI RO NAOFA N S,52.856999,-6.320782,223
S N BAILE UI CHROININ,51.817822,-8.120253,63
Scoil na mBrathar,53.341433,-6.273505,164
MHUIRE GRANSLA,54.202483,-7.165073,78
MHUIRE N S,53.524729,-7.097696,75
S N CILL SIOLAIN,52.36335,-7.581639,91
S N NAOMH MHUIRE,51.875643,-8.739057,176
SCOIL NAOMH GOBNAIT,52.139942,-7.645781,127
TINAHELY N S,52.797882,-6.458308,128
SN M AN CROI GAN SMAL,53.598636,-9.692812,30
S N GARRAN AN EASAIGH,51.648213,-8.641207,57
S N NAOMH BRIGHID,53.986173,-7.955446,57
ST LOUIS INFANT SCHOOL,54.245607,-6.976626,239
LITTLE ISLAND NS,51.900853,-8.362648,149
S N NAOMH COLMCILLE,53.674747,-6.373292,108
GRANGEMOCKLER NS,52.445466,-7.472208,46
S N NAOMH BRID,52.925547,-6.633163,70
S N NAOMH BRID C,53.795802,-9.264076,36
S N N MAOLMHAODHAGH B,54.001347,-6.407911,236
NAOMH CLAR N S,53.492336,-7.856596,293
NAOMH ADHAMHNAIN,54.618984,-8.088991,103
An Teaghlaigh Naofa Girls Junior National School,52.260399,-7.124389,245
St Patrick's National School,52.571291,-6.860496,37
St Francis National School,52.539723,-8.140479,32
NAOMH PADRAIG N S,53.117385,-7.39283,86
S N CHOILM CHILLE,53.237363,-9.492599,76
PROSPEROUS N S,53.287359,-6.751066,510
S N Lios na Groi,52.680185,-8.512487,310
SCOIL MHUIRE,55.241828,-7.151118,113
S N CORR LORGAN,53.960476,-7.358585,69
SCOIL PHADRAIG,55.279526,-7.34922,130
S N NAOMH BRIGHDE BUACH,53.272342,-7.500604,124
BALLYCAR N S,52.768285,-8.853169,33
ANNACARTY N S,52.566121,-8.11239,88
ARDLIOS N S,52.891757,-7.019028,47
SCOIL MHUIRE,53.587283,-7.303748,68
S N MHUIRE LOURDES,53.821459,-8.556168,45
S N ROS COM RUA,53.020259,-7.757584,23
SCOIL MHUIRE,52.271592,-7.808237,117
SCOIL NAOMH MHUIRE,54.216149,-6.851014,191
CLUAIN DRAIGNEACH,52.73312,-9.118902,14
S N Chathair Aodha,52.766681,-9.100979,34
S N CLOCHOG,54.077531,-8.379061,70
S N Cnoc na Croighe,52.123808,-9.210284,80
Scoil na Mainistreach,53.340245,-6.554406,448
LISSYCASEY N S,52.73833,-9.177012,175
S N TEAMPALL DOIRE,52.773693,-8.078587,94
S N BAILE AN PHIARSAIGH,52.286667,-6.487942,236
St Joseph's NS,54.087602,-9.167257,234
S N an Teaghlaigh,53.908801,-9.198368,51
SCOIL NAOMH BRID C,51.883181,-8.445895,405
S N LEITIR,53.927523,-7.011483,195
S N MA SHEASTA,52.670396,-9.53953,45
S N ATHAIR MAITIU C,51.874252,-8.496767,280
S N INIS,51.985924,-7.991325,205
S N CNOC AN CHROCAIRE,53.574343,-8.091555,140
GLENAMADDY NS,53.60401,-8.560485,144
Scoil Chriost Ri,52.435404,-9.765521,18
Scoil Naomh Molaise,54.393092,-8.526043,267
S N MUIRE GAN SMAL,54.259177,-8.774578,26
SCOIL MHUIRE,53.512149,-9.456649,41
BALLYLOOBY N S,52.326237,-7.985839,158
S N Banrion na nAingeal 1,53.346423,-6.361162,161
S N MHIC DIARMADA,54.355745,-8.036144,17
SCOIL NAOMH ERC,52.399656,-9.888307,151
NAOMH TOMAS N S,53.658114,-7.535266,17
S N NAOMH IOSEF,54.24453,-8.815783,40
S N ACHAIDH AN GHLAISIN,54.246906,-9.949752,57
EARNAIN MXD N S,53.618342,-7.088315,104
S N MA RUA,52.649704,-8.397825,158
SCOIL MHUIRE,53.31791,-6.394387,291
SCOIL NAOMH PADRAIG BOYS,55.249661,-7.266996,144
SCOIL NAOMH IOSEPH,52.738183,-7.320081,118
S N MUIRE GAN SMAL,53.544456,-10.14109,40
S N FIONTAIN NAOFA,52.858402,-6.734669,30
S N na Carraige,54.658228,-8.632,58
SCOIL MHUIRE,52.464921,-8.938785,106
S N CEATHARLACH,52.826769,-6.932723,121
SCOIL NAISUNTA CHNUACHA,53.374207,-6.362264,201
MERCY CONVENT KILLALOE,52.806104,-8.441134,104
SCOIL CHOILMCILLE,54.950226,-7.743638,613
S N AN GLEANN DUIBH,53.518497,-8.034319,141
CARRIGAHOLT MIXED N S,52.602733,-9.708764,35
S N EOIN BOSCO NAI BUAC,53.368353,-6.31443,162
SCOIL IDE,53.262803,-9.081228,287
S N Tigh an Lubhair,53.791209,-6.418095,189
S N BHEANAIN,53.548906,-8.897806,31
S N Baile na Cailli,52.718928,-9.065282,44
NAOMH IOSEF N S,53.505545,-7.131911,291
S N NAOMH EOIN,53.131002,-7.148031,382
S N NAOMH EOIN,53.321747,-6.394536,91
HOLYCROSS N.S.,52.839847,-7.250362,84
STRAFFAN N S,53.314924,-6.612246,410
SPRINGDALE N S,53.382292,-6.179536,210
S N SAN TREASA,53.294864,-6.210034,428
NEWTOWN NS,53.394573,-6.756928,101
S N AN CHAISEAL,54.706621,-8.724429,70
SCOIL NAOMH IOSEF,52.525492,-8.939224,93
CARAGH N S,53.237109,-6.729796,460
SCOIL NAOMH SEOSAMH,53.317307,-6.395008,371
LISAVAIRD MXD N S,51.600086,-8.955026,67
S N San Nioclas,52.461668,-7.39594,119
S N Mainistir O dTorna,52.34561,-9.691382,139
S N TIR MOCHAIN,53.370856,-6.733878,116
S N TULACH RUAIN,52.664228,-7.439199,93
S N CILL DAINGIN,53.105848,-7.006951,220
SCOIL MATHAIR DE,52.652414,-8.638427,409
AN GHRIANAN N S,53.424143,-7.767852,172
CHRIST CHURCH N S,52.253354,-7.105602,128
ST CANICES B N S,53.38923,-6.292039,368
ST CANICES G N S,53.389464,-6.296778,489
S N BHAILE MHUIRNE,52.286258,-6.520373,230
S N Gort na Leime,53.637592,-8.682377,18
BALLYDUFF N S,52.636956,-6.468334,64
OUR LADY OF MERCY SENIOR P.S.,52.260399,-7.124389,288
SCOIL BHRIDE,53.340668,-7.277764,72
S N DUBH RATH,52.819783,-8.913178,106
S N BAILE AN CAISLEAN,54.919641,-7.489288,61
SPA NATIONAL SCHOOL,52.275062,-9.785997,222
S N BAILE AN BHAILSIG,54.816794,-7.864622,46
TARBERT NATIONAL SCHOOL,52.570759,-9.374681,137
CASTLEBRIDGE N S,52.387014,-6.450354,224
S N CILL LACHTAIN,52.442852,-9.113637,234
S N na Croise Naofa,55.181152,-7.975762,34
S N CNOC RUSCAIGHE,53.782458,-9.443835,213
S N Fionan na Reanna,51.727571,-8.371206,138
ST EDANS N S,52.584468,-6.493965,30
S N PAIRC ARD,54.25175,-8.679488,99
S N CIARAIN,52.513427,-8.805251,62
MILTOWN MALBAY B N S,52.853124,-9.402655,122
S N Seosamh na mBrathar,53.364779,-6.233362,112
BALLINTLEVA N S,53.471545,-8.175738,54
ROBERTSON N S,54.805614,-7.762909,89
S N MHUIRE,53.730255,-7.905451,88
Realt na Maidine,51.879006,-8.479254,108
SCOIL BHRIDE,54.861403,-7.670217,209
SHANNON AIRPORT 1 N S,52.699357,-8.890321,151
Shannon Airport No 2 NS,52.700097,-8.894967,58
FAITIMA N S,53.945201,-7.786104,66
ROXBORO N S,53.661025,-8.15397,214
S N na Naomh Uile,53.524453,-7.339635,87
SN MUINE MHEA,53.375152,-8.707144,244
Scoil Mholainge Listerlin,52.409405,-7.073443,151
SAINT MARYS N S LAHINCH,52.929135,-9.344833,170
FIBOUGH NATIONAL SCHOOL,52.1649,-9.828309,31
CAHIR NATIONAL SCHOOL,51.893779,-9.526933,36
S N Realt na Mara (B),53.707611,-6.275392,405
Ard na gCraith NS,53.48313,-7.79054,110
SCOIL CHOLMCILLE,55.167907,-7.734866,41
S N Realt na Mara (C),53.70761,-6.275394,412
FORGLEANN N S,52.908038,-9.274581,11
S N MICHEAL NAOFA,52.640185,-7.869926,229
S N LOMCHLUANA,53.219831,-7.797199,35
S N NAOMH MOCHTA,53.382001,-6.405166,837
St. Marys NS Touraneena,52.203084,-7.715246,59
S N NAOMH COLMCILLE,52.851811,-7.673756,77
SCOIL IOSAGAIN,51.910747,-8.485024,278
SCOIL CHOLMCILLE,55.204204,-6.982202,125
Scoil Naomh Eoin le Dia,52.251516,-7.104161,236
S N MHUIRE,53.234571,-7.642506,71
St. Joseph's N.S.,53.281544,-7.494851,376
KILTERNAN N S 1,53.23572,-6.196045,300
LOCH AN GHAIR N S,53.570593,-7.272632,210
S N BRIGHDE,53.321866,-6.25723,360
S N CHOLMCILLE,54.027372,-6.617454,95
ST IBERIUS N S,52.337025,-6.468996,82
S N CHOBH CHIONN TSAILE,51.70323,-8.502814,219
CASTLEMAINE N S,52.168528,-9.702825,112
S N LATHRACH,53.993241,-7.21432,127
S N na Scrine,52.411524,-6.408349,118
