School Name,Latitude,Longitude,Enrollment
KNOCKRAHA N S,51.958271,-8.339686,163
Scoil Mhuire Gan Smál,52.44094,-7.884188,118
SN Tuairini,53.307001,-9.153052,85
BALLYEA MIXED N S,52.783732,-9.029591,223
SN Beal Atha na hEin,53.794421,-9.316195,96
SCOIL MHUIRE,53.358935,-6.439969,550
Bunscoil Rinn an Chabhlaigh,51.850161,-8.314631,692
S N GALLBHAILE,52.399587,-8.295101,127
SN Ath na Lionta,52.068871,-8.638,90
CLOONFOUR N S,53.78341,-7.920775,35
MOUNT PLEASANT N S,53.746105,-9.177118,99
S N MUIRE LOURDES,52.800571,-6.733914,238
SCOIL MHUIRE,52.268073,-9.699744,395
MURHUR N S,52.50091,-9.372108,71
DERRINACAHARA N S,51.753035,-9.176586,80
S N FAITCHE,53.850588,-9.490271,122
S N CHILL COINNIGH,54.830985,-8.346156,16
DRUMRANEY MIXED N S,53.476387,-7.748845,26
ST ANDREWS N S,53.189308,-6.101024,211
ST COLUMBAS N S,52.804047,-6.732776,97
PRESENTATION PRIMARY SCHOOL,53.335648,-6.276338,204
PRESENTATION PRIMARY SCHOOL,53.310651,-6.288137,449
SCOIL EOIN,52.273183,-9.711058,594
S N MUIRE,53.554835,-9.949602,99
KILNAMONA N S,52.867855,-9.078559,87
ANNALITTEN N S,54.083089,-6.703121,29
BALLYDUFF N S,52.232442,-7.268983,232
EMO MIXED N S,53.100275,-7.208793,203
CASTLEMARTYR N S,51.91129,-8.051652,243
ST LUKES MXD N S,51.904006,-8.456553,90
ANNADUFF MXD N S,53.902256,-7.954161,194
BEACAN MIXED N S,53.758601,-8.849724,164
DUNMANWAY CONVENT GIRLS SENIOR NATIONAL SCHOOL,51.723938,-9.113975,100
DUNMANWAY CONVENT INF,51.723938,-9.113975,104
LOWER GLANMIRE N S,51.919952,-8.41297,142
S N AN CILLIN,53.103992,-8.317598,52
SN MUINE CHONALLAIN,54.110092,-9.027517,104
DULARGY MIXED N S,54.042713,-6.331211,162
KILLURNEY N S,52.396254,-7.605907,30
DELGANY N S,53.13301,-6.086114,213
SCOIL CHROÍ RÓ NAOFA BEANNCHOR IORRAIS,54.143279,-9.740561,50
S N NAOMH IOSEF,53.543046,-9.280626,92
ST VINCENTS CONVENT N S,51.905891,-8.479978,207
S N COLMCILLE,53.289062,-9.658028,22
CASTLETOWNSEND MXD N S,51.53037,-9.196603,100
CLOHANES N S,52.76806,-9.476004,23
BURRANE N S,52.625747,-9.358482,16
RATH MIXED N S,53.094661,-7.092184,192
RIVERSTOWN N S,51.930221,-8.392772,662
NAOMH PADRAIG N S,53.759613,-7.556519,59
GARTAN N S,55.004789,-7.898812,26
TARMON N S,53.770855,-8.438523,259
TEMPLEMARY N S,54.233534,-9.257689,45
S N GORT AN EADAIN,53.783874,-9.061049,22
ST PATRICKS N S,53.558951,-6.792029,56
S N DHROM ATHAIN,52.104141,-8.693744,219
BREAFFY N S,53.847696,-9.238245,405
BULGADEN N S,52.422618,-8.526813,24
LECANVEY N S,53.7791,-9.688499,35
SN na Crannaighe,52.693251,-9.224331,24
CORCREAGH N S,53.991391,-6.858044,37
HOWTH RD MXD N S,53.364221,-6.226152,92
PRIMROSE HILL NS,53.336703,-6.537112,119
S N na Naomh Uile,53.555393,-10.108462,21
KILMIHIL N.S.,52.722743,-9.319125,95
DOUGLAS B N S,51.87365,-8.441057,357
MOYLOUGH N S,54.027335,-8.704699,102
CARRICK N S,53.482633,-8.107222,48
HOLLYFORD N S,52.629172,-8.120484,28
BUSHY PARK N S,53.289806,-9.08322,379
ROSCREA N S NO 2,52.954397,-7.793905,11
KILKISHEN N S,52.804917,-8.742647,130
ROBERTSON N S,54.579458,-8.123248,68
MOVEEN N S,52.643419,-9.684215,50
SLATTA N S,53.796472,-7.97982,21
S N Gleann na Muaidhe,54.242638,-9.650143,3
SHANBALLY N S,51.831402,-8.353866,198
HEWETSONS N S,53.279731,-6.69303,86
BALLAGHAMEEHAN N S,54.381695,-8.109119,36
S N BUN AN TSABHAIRNE,51.802231,-8.299068,197
SCOIL NAOMH IOSEF,53.281098,-9.129356,223
INISHBOFIN N S,53.616145,-10.214138,19
ENNISCRONE N S,54.213126,-9.087578,153
S N CILL MUIRE,52.778362,-8.782885,94
ST MATTHIAS N S,51.563541,-9.467786,30
S N NAOMH PADRAIG,54.068027,-8.199495,27
S N B TOGHER CORK,51.87418,-8.496437,262
BIRDHILL N S,52.746545,-8.437049,120
Kilnamanagh Community National School,52.518924,-6.36392,40
SCOIL NAOMH MHUIRE,51.895021,-8.480767,329
KNOCKACLARIG MXD N S,52.27577,-9.217521,45
KILTEELY N S,52.521207,-8.399004,30
S N BHRIDE,52.525439,-8.085884,81
S N BAILE DEASMUMHAN,52.18235,-9.235894,104
COACHFORD N S,51.910351,-8.792771,147
CARNAIN N.S.,53.332473,-8.789801,108
CARYSFORT MXD N S,52.790242,-6.164285,206
WHITEHALL N S,53.75798,-7.935116,95
STOKANE NS,54.177716,-9.027295,35
MOUNT TALBOT N S,53.530254,-8.282197,24
S N COILL AN BHAILE,53.760671,-9.363768,37
FEDAMORE N S,52.545297,-8.605179,7
DUN DEALGAN N S,54.004136,-6.395288,91
DRUMGOSSETT N S,53.951876,-6.777453,81
CASTLETARA N S,54.030515,-7.291696,198
S N MOLUA B,52.49796,-9.060981,85
CASTLETOWNROCHE N S,52.172199,-8.468144,93
KILBRITTAIN MIXED N S,51.673123,-8.694633,219
S N LIOS MOR MOCHUDA,52.13976,-7.93011,18
HOLMPATRICK N S,53.579675,-6.107546,78
POULACAPPLE N S,52.500261,-7.435757,49
BARNATRA N S,54.222676,-9.85153,19
S N Dhumha Thuama,54.074985,-9.928724,25
SCOIL CHOLMCILLE,55.049562,-7.832861,137
S N MAINISTIR MUIGHEO,53.762234,-9.117505,82
SN CHILL SARAIN,53.886694,-6.389984,169
S N LATHRACH 2,53.902812,-6.862266,139
SCOIL BHRIDE,51.560454,-9.459567,89
KILCOE NS,51.559806,-9.390417,24
NICKER N S,52.561035,-8.34588,109
CALLYSTOWN MIXED N S,53.791663,-6.243557,258
S N MHUIRE,52.239391,-6.732147,137
CILL MHOR IORRAIS,54.204155,-10.038242,22
ABBEYLEIX STH N S,52.910845,-7.355288,84
JONATHAN SWIFT NS,53.056799,-6.704277,30
S N PADRAIG NAOFA,53.627279,-8.631802,17
SCOIL NAOMH PADRAIG,53.489132,-9.081949,67
SCOIL NAOMH BRID,54.278604,-9.371641,73
BRIERFIELD N SCHOOL,53.465964,-8.663655,73
KILLASONNA MIXED N S,53.746754,-7.477083,47
S N CLEIRE,51.435369,-9.498307,4
BALLYLANDERS N S,52.370869,-8.346502,141
CORLEA N S,53.944408,-6.8732,19
SEARCOG I N S,53.992321,-6.892893,195
AUGHAVAS NS,53.954477,-7.718276,30
CARRICKLECK N S,53.874533,-6.764391,25
LISANISKEY N S,53.658792,-8.339169,101
LOUGHFOUDER N S,52.286014,-9.359826,29
S N CILL CONAILL,53.331107,-8.40325,57
S N PADRAIG NAOFA,53.511997,-8.386797,103
STONEPARK N S,53.694511,-7.820375,240
S N CILL FHEICIN,53.068971,-8.782757,57
GLEBE NS,52.982938,-6.046745,212
KILLYGARRY N S,53.986319,-7.305629,200
SCOIL NEASSAIN,52.630938,-8.668375,663
S N NAOMH PADRAIG,53.592374,-9.970672,34
S N ARD,53.326752,-9.874676,19
KNOCKAVILLA N S,52.544613,-8.003851,149
DERRYCREHA N S,51.737841,-9.509991,32
ABBEYSTREWRY N S,51.540951,-9.261174,135
CLOUGHANOWER N S,53.445623,-9.095292,76
ST FEIGHANS MXD N S,53.677434,-7.222348,98
KILLEA N S,52.828921,-7.870905,11
ST COLUMBAS N S MXD,53.358725,-6.24227,98
KILMALEY N S,52.820326,-9.109975,101
WANDESFORDE MIXED N S,52.805109,-7.207922,57
CURRACLOE N S,52.392665,-6.391877,81
S N B CURNANOOL,53.852247,-9.357249,59
SCOIL MHUIRE B&C,55.076411,-8.284932,106
GORTJORDAN N S,53.549221,-9.153869,12
South City CNS,53.34035,-6.267161,146
TOMGRANEY N S,52.897867,-8.541216,54
SCOIL NAOMH FAINCHE,53.776784,-6.483049,176
CARYSFORT NS,53.297103,-6.183043,581
AINBHTHIN NAOFA,53.390684,-9.248033,245
EIDHNEACH N S,52.87753,-9.177661,160
DOON CONVENT N S,52.602937,-8.245235,119
SCOIL CHOLMCHILLE,55.321094,-7.181961,83
CARRAROE N S,54.244718,-8.474882,408
S N MHUIRE,53.169049,-8.757708,70
S N na Cloiche Moire,52.905956,-6.750897,22
DALKEY N S (2),53.281579,-6.103027,102
CLOONTAGH MIXED N S,53.636844,-7.894271,15
CASTLETOWN RD CONVENT,54.010765,-6.405139,188
BALLAGHKEENE N S,52.481409,-6.42867,127
COLEHILL MIXED N S,53.597493,-7.678502,107
S N Baile an Bhuitléirigh,52.223001,-7.180223,225
AUGHRIM N S,53.871786,-8.122423,29
MURROE NATIONAL SCHOOL,55.15365,-8.011519,50
SN AN FHAIRCHE,53.54495,-9.364152,64
RATHGAR N S,53.314068,-6.27544,93
SCOIL RONAIN,53.240764,-9.653105,18
KINSALE N S,51.70998,-8.514473,64
SCOIL BHRIDE,53.81504,-7.253323,95
AGHACASLA N S,52.234162,-9.974615,117
KILMYSHALL N S,52.627309,-6.656,141
DUNMANWAY BOYS SENIOR NATIONAL SCHOOL,51.722045,-9.107441,87
CAPPAWHITE N S,52.583856,-8.164698,123
IRISHTOWN N S,53.662573,-8.89026,67
ROSCARBERY CON N S,51.583401,-9.024693,111
SCOIL LACHTAIN NAOFA,51.899681,-9.088088,79
Scoil San Eoin,52.887343,-6.146428,44
BAREFIELD MIXED N S,52.890609,-8.943889,393
S N PEADAR AGUS POL,52.738424,-6.768875,262
MARYBORO N S,53.030697,-7.284239,100
CLONDROHID N S,51.928974,-9.021435,265
ACHILL SOUND CONVENT NS,53.92887,-9.928592,15
DOOKINELLA N.S.,53.974858,-10.04472,30
DRUMEELA N S,54.014422,-7.648162,25
GUSSERANE N S,52.308351,-6.859686,85
ST JOSEPHS N S,52.508698,-6.288393,190
ST LEONARDS N S,52.259629,-6.804218,104
St Mary's National School,54.803256,-7.595142,155
ZION PARISH PRIMARY SCHOOL,53.307955,-6.274683,97
S N NAOMH EOIN,53.901859,-8.307702,48
RATHFARNHAM PARISH N S,53.293399,-6.303439,224
RAY N S,54.937802,-7.61768,59
MUIRE GAN SMAL,52.229514,-9.459415,110
KILTEEVAN N S,53.635528,-8.114908,30
ALL SAINTS NATIONAL SCHOOL,52.709785,-6.49989,26
GLASNEVIN N S,53.372597,-6.267463,85
S N AN CHLOCHAN,52.237191,-10.180907,46
PASSAGE EAST N S,52.231679,-6.973947,99
S N Rae na nDoiri,51.900946,-9.161064,19
LYRE A CROMPANE N S,52.354696,-9.485829,18
SCOIL ASICUS,54.267204,-8.601897,258
SHRONELL N S,52.470389,-8.250067,59
CORCLOUGH NS,54.254479,-10.039912,79
S N na hEaglaise,53.39331,-8.287885,26
ST MARYS N S,53.825907,-8.820271,90
S N MUIRE GAN SMAL,54.311562,-9.818564,24
S N TREASA NAOFA MXD,52.353746,-9.627266,113
MERCY CONVENT PRIMARY SCHOOL,53.22126,-6.663948,551
ENNIS N S,52.830765,-9.003554,634
S N NAOMH PADRAIG,53.781136,-8.104395,44
ST STEPHENS N S,52.259673,-7.114368,382
S N SAN VINSEANN CAILIN,53.357393,-6.246649,196
S N CILLINI DIOMA,53.163727,-8.563582,129
KNOCKBRIDGE MIXED N S,53.972954,-6.485645,305
SCOIL BHRÍDE,53.621651,-6.66594,386
S N SHEAMAIS,53.918269,-8.867097,23
ARDVARNEY MXD N S,54.221201,-8.238192,31
KILLYCONNAN N S,53.963013,-7.257842,67
ST BERNARDS MIXED N S,53.765869,-7.448243,27
HAROLD BOYS N S,53.2784,-6.103682,125
BANTRY BOYS SENIOR NATIONAL SCHOOL,51.67669,-9.441164,127
BALLINAGREE MXD N S,51.977634,-8.925079,60
NAOMH MICHEAL,54.012867,-6.688845,97
LISDOONAN N S,54.029093,-6.752488,153
NAOMH DOMINIC N S,53.62492,-7.818726,129
MOUNT BRUIS N S,52.443805,-8.229707,67
THE ROWER MIXED N S,52.45282,-6.961554,126
BALLINTOTAS N S,51.90959,-8.095967,104
CASHELSHANAGHAN N S,55.000678,-7.660877,24
CARRIGDUFF NAT SCHOOL,52.657108,-6.665307,88
NAOMH CAILLIN,54.018872,-7.835029,94
Scoil an tStratha Mhóir,54.967316,-7.967157,83
ARDKEERIN N S,54.128721,-8.395867,113
ANNAGH N S,52.822052,-9.41445,87
CAHERLINE N S,52.568729,-8.454216,177
ST PATRICKS GIRLS NS,53.343328,-6.225652,146
DON N S,53.862421,-8.543785,48
QUIGNAMANGER N S,54.131703,-9.130515,355
S N N MAOLMHAODHAGH C,54.001347,-6.407911,250
S N N MAOLMHAODHAGH N,54.001347,-6.407911,237
CLOONEY N S,52.871172,-8.86151,46
TANEY N S,53.288708,-6.238265,390
Scoil na gCreagacha Dubha,53.96418,-6.368217,461
STREAMSTOWN MIXED N S,53.429646,-7.559998,104
GAILE N S,52.603119,-7.867258,30
KILDYSART N S,52.67795,-9.102991,118
DALYSTOWN N S,53.43515,-7.385505,84
ATHLEAGUE N S,53.567764,-8.249072,104
ST GEORGES N S,53.607097,-6.203845,363
GLENBEG N S,52.070249,-7.678272,145
ST MICHAELS NS,52.658853,-8.622305,132
CLONBULLOGUE N S,53.262648,-7.086257,91
Bunscoil Louis Naofa,53.977666,-6.714835,265
S N BAILE NUA,53.358172,-9.212093,70
S N MHUIRE,54.455324,-8.397035,26
CARIGEEN N S,52.270307,-7.215497,124
S N NAOMH MHUIRE,54.048234,-8.448225,49
Scoil Abán Naofa,51.937593,-9.149063,147
STONEHALL N S,52.725202,-8.910086,107
CAMOLIN N S,52.615255,-6.426293,84
SHILLELAGH NO 1 N S,52.754723,-6.539928,21
S N MICHIL NAOFA,52.513885,-7.500641,139
RIVERCHAPEL N S,52.63822,-6.234171,309
KILLALOE BOYS N S,52.80428,-8.44473,122
ROCKFIELD N S,54.166816,-8.619878,195
DROMAGH MIXED N S,52.134426,-8.95047,21
DRUMLEASE N S,54.228587,-8.293219,159
MOUNT BOLUS N S,53.193329,-7.625883,24
SN BAILE THOMAIS,52.765363,-6.359919,62
CONNOLLY N S,52.830451,-9.180829,34
KILCROHANE N S,51.580932,-9.703061,31
BRIDESWELL N S,53.452891,-8.088711,63
OULART N S,52.502647,-6.389901,143
BALLYCANEW N S,52.610472,-6.306581,228
FAIRYMOUNT N S,53.846601,-8.484743,36
KILLAVILLE N S,54.038597,-8.553556,18
TRUMMERA N S,52.977002,-7.428218,35
KILDALLON N S,54.065673,-7.550616,51
BALLYSHANNON N S,53.087361,-6.814928,130
KILCONLY N S,53.573201,-8.977611,104
ST LOUIS N S,53.741653,-6.654145,22
GLOUNTHAUNE MIXED N.S.,51.914398,-8.341841,428
LEAFFONEY N S,54.256537,-9.030119,15
KILLINKERE N S,53.886184,-7.068828,177
ST BRIGID'S PRIMARY SCHOOL,53.397593,-7.724235,235
CLONPRIEST N S,51.929593,-7.922303,112
S N NAOMH IOSEF,53.139313,-8.942185,334
"SCOIL MHUIRE,",53.358564,-8.213228,93
S N BAILE FINN,53.056107,-7.407059,213
ST JOHNS NS,53.7125,-8.790495,30
BALLYDUFF B 2 N S,52.142061,-8.051061,109
TIBOHINE N S,53.885853,-8.503744,59
CASTLEPLUNKETT N S,53.751344,-8.347113,34
BALLYHEEDA N S,51.792574,-8.571667,164
GORTNACART N S,54.764349,-8.365615,29
SCOIL CHOLMCILLE,54.08543,-9.105403,241
PRESENTATION PRIMARY SCHOOL,53.153267,-7.181622,525
CLOONFAD N S,53.686191,-8.752383,143
Bishop Harty NS,52.868311,-8.095122,91
CLOCH AN TSIONNAIGH N S,52.886435,-7.508948,58
LISHEEN MIXED N S,51.532298,-9.376128,60
SCOIL MOIBHI,53.564644,-6.147534,87
KILGLASS N S,54.228299,-9.029143,107
GRANGE N S,53.936142,-8.315117,30
SN CEANN TRA MEASCAITHE,52.132517,-10.358339,58
GRANGE FERMOY N S,52.151084,-8.306549,129
MACROOM BOYS SENIOR NATIONAL SCHOOL,51.902766,-8.954371,196
TAUGHMACONNELL N S,53.401164,-8.146156,110
SANDFORD PARISH NATIONAL SCHOOL,53.32088,-6.248168,212
ST PATRICKS NS,53.348574,-6.343372,201
ST CATHERINES WEST N S,53.333096,-6.283232,190
ST MURAS N S,55.065404,-7.434195,209
EDENDERRY 2 N S,53.340908,-7.071416,52
TIERNABOUL N S,52.074188,-9.443651,65
COOMHOLA N S,51.742914,-9.448793,92
CORDUFF N S,53.516754,-6.190619,85
KNOCKCONNON N S,54.367901,-6.965027,111
BALLYKILMURRY N S,53.287758,-7.562637,204
GRANLAHAN G N S,53.71516,-8.675155,39
PADRAIG NAOFA N S,52.978587,-6.047215,358
Scoil an Spioraid Naomh,52.608116,-8.625041,272
ATHEA N SCHOOL,52.460666,-9.284939,158
BILBOA N SCHOOL,52.634454,-8.290953,102
SILVERMINES N S,52.791806,-8.238361,61
CLOVERFIELD N S,52.556869,-8.405852,56
BARTLEMY N S,52.047233,-8.265196,95
S N SEOSAMH COBH,51.854656,-8.292494,281
RATHMULLEN N S,55.095479,-7.54127,128
MOVILLE N S,55.189981,-7.03607,35
MONASTEREVAN CONVENT,53.14032,-7.061446,356
S N NAOMH NAILLE,54.656289,-8.277011,106
ST MARYS N S,52.867375,-8.198957,62
BALLINTEMPLE N S,51.893134,-8.439663,252
UPPER GLANMIRE N S,51.951064,-8.430522,317
ST MARYS N S,52.799547,-7.829981,25
S N COR AN DROMA,53.410361,-8.910873,69
ST VINCENTS INF BOYS,53.35706,-6.246864,79
ST BRENDANS N S,53.194741,-8.561239,238
S N LEITIR MHIC AN BHAIRD,54.857271,-8.303439,23
CARRAKENNEDY N S,53.704804,-9.56566,31
SCOIL CHONNLA PHADRAIG,53.182385,-6.791845,319
DERRYQUAY MXD N S,52.239419,-9.822787,42
DRUMCONDRA N S,53.369258,-6.249537,70
THE GLEBE N.S.,53.303773,-8.315005,16
KILLAVULLEN N S,52.145843,-8.516196,122
CLONEYHURKE N S,53.156598,-7.273365,33
CAMROSS N S,53.004982,-7.592059,131
MONASEED N S,52.71582,-6.402851,52
TOMBRACK N S,52.600365,-6.551089,56
FIRIES MXD N S,52.17074,-9.593971,262
SN ARAINN MHOR I,54.985387,-8.49463,15
RATHANGAN B N S,53.222545,-7.003636,323
ST. JOSEPHS N.S.,53.048283,-8.393348,61
GORTLETTERAGH CENTRAL,53.878877,-7.816695,69
BALLINDAGGIN N S,52.568121,-6.678183,136
RATHGORMACK B N S,52.305976,-7.499856,140
CRIMLIN N S,53.920509,-9.257053,23
BALLYTARSNA N S,52.57872,-7.83795,82
CURRAHEEN MXD N S,52.065228,-9.910443,46
CAMCLOON N S,53.350726,-8.061252,56
LAKYLE N S,52.953231,-8.362132,60
S N NAOMH BROGAIN,53.208269,-7.094651,76
Star of the Sea,53.33611,-6.218131,249
RATHBANE N S,53.984071,-9.323948,57
ST BRENDAN'S N.S.,53.201456,-8.129504,57
CARRICK MIXED N S,53.748589,-8.652383,99
EDENDERRY CONVENT N S,53.338607,-7.059534,422
ST FINIANS,51.835496,-10.171788,111
RATHGAROGUE N S,52.428149,-6.865061,175
S N MUIRE,52.988763,-6.672625,65
TULSK N S,53.775582,-8.242916,76
KILROSS N S,54.192804,-8.412695,46
S N NAOMH PADRAIG SAILE,53.95021,-9.9432,52
ST PATRICKS N S,54.842522,-7.501991,152
CONVENT OF MERCY N S,54.100564,-7.446455,161
SCOIL NAIS FININ NAOFA,53.451993,-7.02425,39
MOUNTMELLICK BOYS N S,53.113161,-7.31908,219
SCOIL CHROI NAOFA,53.300596,-8.746923,350
NEWBAWN N S,52.341822,-6.794568,165
ARDFINNAN N S,52.309156,-7.880955,238
S N PHADRAIG NAOFA,52.803277,-6.732703,196
VIRGINIA MXD N S,53.835362,-7.075641,497
KEALKIL N S,51.748764,-9.377817,197
ATHLONE N S,53.432247,-7.939041,58
BALLYCONNELL MXD N S,54.113625,-7.581698,208
MERCY CONVENT N S,53.650329,-6.687663,386
SCOIL NAOMH TREASA C,55.268109,-7.497856,58
Scoil Realt na Mara,51.830562,-8.016085,93
KILLUSTY N S,52.449819,-7.634034,24
ST MARYS CONVENT,52.866012,-8.200763,393
S N Toin na Gaoithe,53.952683,-9.854,66
S N NAOMH COLMAIN,52.657772,-7.1541,207
DONOUGHMORE N S,52.634135,-8.589311,148
ATTYMON N S,53.323332,-8.607831,12
KNOCK N S,53.792506,-8.924411,154
GORTHAGANNY N S,53.807986,-8.675843,58
Bunscoil na Toirbhirte,52.265559,-8.266014,282
CORCAGHAN N S,54.191227,-6.989999,90
ST JOSEPHS N S,54.194259,-8.305867,53
CLIFFONEY N S,54.430444,-8.453036,82
DRUMFAD N S,55.179119,-7.641164,36
RAPHOE CENTRAL N S,54.875247,-7.598199,174
SKEAGHVASTHEEN N S,52.590377,-6.994932,89
S N PHEADAIR AGUS PHOIL,53.853037,-6.659347,115
BUNSCOIL LORETO,52.673936,-6.289725,639
Convent Girls Senior National School,52.143191,-8.642734,251
CLONAGHADOO N S,53.179867,-7.373036,92
CARRIG N S,53.063082,-7.971713,51
CLOGHANS N S,54.057022,-9.213863,13
KINAFFE N S,53.898066,-8.976776,49
LINDSAY ROAD N S,53.364897,-6.264756,91
INCH N S,52.822705,-9.058519,97
Castleblayney Convent National School,54.118273,-6.74151,147
S N AN MOININ RUA,52.839339,-7.154426,119
Scoil Náisíunta Naomh Feichín,53.758015,-6.270924,297
TWO MILE BORRIS N S,52.672833,-7.710718,128
AN BHREAC CHLUAIN B,52.153638,-10.047927,97
S N LISNAFUNCHIN,52.760126,-7.240941,34
DROMTRASNA N S,52.366301,-9.249492,135
MEENKILLY N S,52.339923,-9.263216,98
S N DUMHACH BEAG,55.245158,-7.623912,7
DRUMCLUGH N S,51.715363,-9.35153,33
BELLURGAN N S,54.016323,-6.322242,119
TEMPLETUOHY N S,52.787555,-7.72319,86
KILCOLMAN N S,51.722128,-8.854764,38
ABBEYFEALE B N S 1,52.386023,-9.301945,94
ST PATRICKS BOYS NATIONAL SCHOOL,53.49296,-6.13625,371
KILLASSER NS,53.982665,-8.958206,27
WATERGRASSHILL N S,52.009108,-8.342318,405
CARRIG N S,52.893775,-8.251374,240
SCOIL CHOLUIM,55.196147,-7.727217,24
S N Naomh Gobnait,52.130019,-10.450608,43
S N POL A TSOMAIS,54.265108,-9.797777,25
CARRIGBOY N S,51.622274,-9.523612,90
ST JOHNS N S,54.000047,-8.97986,43
CLOONCAGH N S,53.715951,-8.103531,24
S N CILL RICHILL,53.22968,-8.452882,56
ST BRIGIDS N S,53.122101,-6.830628,152
MILLTOWNPASS N S,53.442612,-7.248218,59
Graig na Manach Buac,52.541575,-6.951335,67
ST MARYS N S,53.921553,-7.580914,116
Castleblayney Convent Infants National School,54.119153,-6.740538,192
ST PATRICKS SNR MIXED,53.577999,-6.110167,342
ST PATRICKS JNR MIXED,53.578049,-6.109407,280
St. Bride's N.S.,53.718712,-8.410249,84
RYLANE N S,51.98053,-8.837426,64
S N IOSEF NAOFA,51.896952,-8.487313,224
BALLINAGORE MIXED N S,53.408048,-7.462633,105
Nenagh Community National School,52.867555,-8.20068,166
SCOIL BHRÍDE,53.094919,-6.949135,184
S N AN DROIM MOR,54.791331,-7.684462,204
ST BRIGIDS BOYS N S,53.268889,-6.169255,420
ST BRIGIDS GIRLS N S,53.261496,-6.161671,541
S N FHIONNTRA,54.639152,-8.483803,47
FROSSES N S,54.66931,-8.243719,70
St Marys National School,51.854605,-8.295115,237
VALLEY N S,54.00799,-9.976664,19
SN ARAINN MHOR II,54.973949,-8.521438,16
SCOIL BHRIDE,54.006766,-7.526154,79
BOHERBUE N S,52.158403,-9.071715,194
BENNETTSBRIDGE NATIONAL SCHOOL,52.592196,-7.182442,206
ST MARYS N S,52.576423,-6.230654,205
BALLINDERRY N S,53.44857,-8.822426,205
CLONOWN N S,53.366258,-7.933266,29
Owning National School,52.387213,-7.343738,109
S N OILIBEAR BEANNAITHE,53.964806,-6.597539,8
ST CIARANS MIXED N S,53.325269,-7.726589,130
Scoil na mBearnan,52.536942,-8.329948,29
SCOIL PADRAIG NAOFA B,52.663967,-8.606512,206
SCOIL PADRAIG NAOFA C,52.66494,-8.607224,203
ST PATRICKS NS,52.856402,-7.156144,60
SCOIL NAISIUNTA EIRC,52.215315,-10.343323,64
INVER N S,54.652946,-8.273761,23
CAISLEAIN NUA LIAMHNA,53.298335,-6.500621,661
CASTLEBLAKENEY N S,53.432314,-8.474832,49
St Nicholas Monastery NS,54.010222,-6.405524,154
ST DAVADOGS N S,55.200898,-7.689261,30
CARRIGALLEN N S,53.974048,-7.646824,171
ST BRENDANS MIXED N S,52.470103,-7.262279,49
RATHLEE N S,54.275403,-9.0253,72
SCOIL ATHAIN,52.668495,-8.482184,154
ST MARY'S N.S.,54.041654,-7.222934,39
SCOIL NAOMH PIO,53.668213,-6.499432,66
KNOCKANILLO N S,54.132744,-9.195098,32
SCOIL NAOMH BRID,53.33977,-6.54085,237
ST BRIGIDS SCHOOL,53.147291,-6.063452,414
ST BRIGIDS CONVENT,53.37686,-6.275603,452
ST FEICHINS N SCHOOL,53.104616,-8.390927,33
S N AN CHILLIN,54.686076,-8.262872,15
KILRANE N S,52.241235,-6.352796,352
KILLYBEGS COMMON N S,54.65574,-8.427608,73
GLENTOGHER CON N S,55.221429,-7.265411,11
BALLYADAMS N S,52.967382,-7.079419,104
MYNA N S,53.842149,-9.573123,92
DAINGEAN N S,53.293057,-7.289269,264
KILTERNAN CHURCH OF IRELAND NS,53.24278,-6.200168,208
ST LAURENCE O'TOOLE'S NS,53.063865,-6.226168,256
SN DEAGHAN O CEALLAIGH,53.423664,-7.953945,93
St Francis' National School,55.261775,-7.41177,121
ST MARYS CONVENT N S,53.551215,-6.792581,541
ATH TREASNA G N S,52.213698,-8.99007,111
ST CLARES CONVENT N S,53.326552,-6.275694,190
S N BRIGHDE,53.20509,-6.861864,224
ST. NICHOLAS PRIMARY SCHOOL,53.452923,-6.919875,332
ST COLUMBAS CON G & I,53.366759,-6.263518,368
BRUCKLESS N S,54.640725,-8.390201,17
ST MARYS MIXED N S,53.818154,-7.767289,221
TOBAR AN LEINN,52.965569,-7.369994,161
S N Cnoc na Naomh,55.129595,-8.181353,91
ST PATRICKS N S,54.932185,-7.695143,454
S N BAILE CUISIN,52.375206,-6.856025,148
SCOIL NAOMH LUCAIS,53.423168,-6.382457,567
Bunscoil na mBraithre,52.848333,-8.978254,661
SCOIL COLMCILLE,51.901434,-8.483135,243
Scoil na mBraithre Boys Snr Sch,52.354943,-8.679543,209
BISHOP MURPHY MEMORIAL BOYS SENIOR NATIONAL SCHOOL,52.137482,-8.27961,134
Midleton CBS Primary School,51.908459,-8.170187,212
SCOIL NA MBRATHAR BOYS SENIOR SCHOOL,53.350505,-6.276761,145
Scoil na mBraithre,52.139268,-10.26818,66
SCOIL PHADRAIG NAOFA,53.003362,-6.982794,610
ST JOSEPHS NS,53.398883,-6.672071,428
SCOIL NAISIUNTA NAOMH PHEADAR,53.142629,-7.065337,240
SCOIL NAOMH IOSAF,52.560395,-8.793268,157
Scoil na mBraithre,52.60612,-8.24351,55
ST JOHN THE BAPTIST BOYS N S,52.663295,-8.614624,33
SCOIL CHOLMCILLE,53.724079,-6.869809,349
S N Mhuire na mBraithre,52.349602,-7.414675,124
Bunscoil na mBráithre Críostaí,52.866189,-8.194347,263
ST MARYS N S,52.352479,-7.712105,202
ST PETER AND PAUL,52.356726,-7.700498,312
